"Story","Title","Result","Date","Stability","Duration (s)"
"Verificar el funcionamiento de la pantalla","Verificar el resultado del simulador de crédito de vivienda con","SUCCESS","2022-04-07T22:30:06.275-05:00[America/Bogota]","0.0","54.35"
