"Story","Title","Result","Date","Stability","Duration (s)"
"Verificar el funcionamiento de la pantalla","Verificar el resultado del simulador de crédito de vivienda con","FAILURE","2022-04-08T16:05:55.906-05:00[America/Bogota]","0.0","60.95"
